D,L,P,G,Tin,X,CHF
0.00993,2.08,1383,562,135.46,0.762,1173
0.00993,2.08,1500,540,137.82,0.803,1177
0.00993,2.08,1314,588,139.77,0.733,1172
0.00993,2.08,1226,614,140.68,0.703,1174
0.00993,2.08,1187,631,141.74,0.687,1177
0.00993,2.08,1157,650,141.48,0.667,1181
0.00993,2.08,1108,663,139.96,0.654,1185
0.00993,2.08,1089,673,140.57,0.643,1183
0.00993,2.08,1049,679,139.57,0.635,1180
0.00993,2.08,1000,688,139.28,0.625,1177
0.00993,2.08,971,698,138.21,0.614,1177
0.00993,2.08,892,696,135.88,0.617,1181
0.00993,2.08,843,704,134.84,0.613,1187
0.00993,2.08,755,736,130.87,0.582,1190
0.00993,2.08,686,755,126.43,0.559,1187
0.00993,2.08,647,808,121.92,0.511,1187
0.00993,2.08,608,857,117.77,0.469,1180
0.00993,1.04,3697,190,107.64,0.851,947
0.00993,1.04,2893,188,120.04,0.896,946
0.00993,1.04,3070,192,123.68,0.886,952
0.00993,1.04,2726,201,124.96,0.84,952
0.00993,1.04,2412,200,129.59,0.859,952
0.00993,1.04,2265,203,129.55,0.861,966
0.00993,1.04,2079,203,131.15,0.872,971
0.00993,1.04,1863,207,134.41,0.865,974
0.00993,1.04,1697,204,137.27,0.893,978
0.00993,1.04,1589,206,139.07,0.897,986
0.00993,1.04,1481,206,141.39,0.906,988
0.00993,1.04,1344,204,140.86,0.925,996
0.00993,1.04,1245,206,143.28,0.917,991
0.00993,1.04,1167,206,143.05,0.92,993
0.00993,1.04,1128,259,143.34,0.72,1000
0.00993,1.04,3070,202,112.34,0.868,1009
0.00993,1.04,2766,208,112.37,0.838,1010
0.00993,1.04,1108,218,124.95,0.867,1035
0.00993,1.04,1030,220,127.72,0.875,1044
0.00993,1.04,941,220,130.49,0.894,1056
0.00993,1.04,2462,209,113.56,0.835,1007
0.00993,1.04,2118,209,114.74,0.851,1016
0.00993,1.04,1824,213,116.81,0.839,1015
0.00993,1.04,1667,213,118.96,0.861,1029
0.00993,1.04,1471,213,122.05,0.869,1027
0.00993,1.04,1285,217,121.09,0.85,1025
0.00993,1.04,3413,201,101.72,0.868,1027
0.00993,1.04,3020,202,100.17,0.866,1032
0.00993,1.04,2628,203,98.17,0.863,1036
0.00993,1.04,2236,207,100.47,0.859,1044
0.00993,1.04,1912,209,101.1,0.857,1047
0.00993,1.04,1618,214,101.56,0.841,1051
0.00993,1.04,1353,212,100.41,0.865,1062
0.00993,1.04,1285,216,103.12,0.856,1066
0.00993,1.04,1147,218,104.35,0.858,1072
0.00996,0.96,2010,252,54.21,0.865,1510
0.00996,0.96,814,318,48.32,0.657,1535
0.00996,0.96,912,183,40.41,0.815,1057
0.00996,0.96,2981,179,35.57,0.88,1130
0.00996,0.96,2491,181,36.23,0.901,1157
0.00996,0.96,2393,182,36.05,0.884,1148
0.00996,0.96,2275,183,36.01,0.877,1150
0.00996,0.96,2138,177,39.2,0.87,1098
0.00996,0.96,2050,175,37.34,0.883,1097
0.00996,0.96,1942,175,37.72,0.875,1089
0.00996,0.96,1853,177,38.53,0.86,1083
0.00996,0.96,1481,175,39.76,0.856,1060
0.00996,0.96,1353,173,38.83,0.857,1048
0.00996,0.96,1255,174,39.94,0.859,1055
0.00996,0.96,1187,173,39.9,0.865,1055
0.00996,0.96,1079,174,39.7,0.863,1055
0.00996,0.96,1010,183,41.44,0.851,1090
0.00996,0.96,1000,183,42.66,0.842,1082
0.00996,0.96,961,181,40.37,0.84,1069
0.00996,0.96,912,181,40.65,0.819,1051
0.00996,0.96,912,183,40.41,0.815,1057
0.00996,0.96,873,183,38.23,0.817,1063
0.00996,0.96,804,203,43.24,0.749,1090
0.00996,0.96,628,194,24.22,0.76,1082
0.00996,0.96,628,201,40.97,0.757,1083
0.00996,0.96,520,203,40.12,0.739,1071
0.00996,0.96,2893,259,34.68,0.774,1511
0.00996,0.96,2766,265,38.65,0.779,1539
0.00996,0.96,2569,269,40.45,0.785,1558
0.00996,0.96,2422,270,40.1,0.777,1555
0.00996,0.96,2285,277,41.05,0.754,1555
0.00996,0.96,2118,278,41.79,0.758,1562
0.00996,0.96,1981,278,42.4,0.755,1552
0.00996,0.96,1746,279,43.73,0.751,1542
0.00996,0.96,1687,281,44.08,0.747,1543
0.00996,0.96,1579,282,45.91,0.741,1535
0.00996,0.96,1383,290,46.62,0.715,1528
0.00996,0.96,1216,292,46.56,0.72,1536
0.00996,0.96,1049,302,48.21,0.685,1524
0.00996,0.96,1000,299,48.64,0.701,1527
0.00996,0.96,932,308,48.56,0.678,1532
0.00996,0.96,814,318,49.28,0.657,1532
0.00996,0.96,677,325,49.1,0.643,1532
0.00996,0.96,598,341,48.8,0.607,1532
0.00996,0.96,549,351,53.03,0.599,1537
0.00996,0.96,510,351,53.48,0.596,1523
0.00996,0.96,471,363,53.03,0.574,1528
0.00996,0.96,2903,673,63.39,0.6,3164
0.00996,0.96,2716,684,79.18,0.628,3180
0.00996,0.96,2511,678,80.72,0.597,3025
0.00996,0.96,2275,683,82.89,0.594,3002
0.00996,0.96,2108,696,83.6,0.584,3005
0.00996,0.96,1853,715,83.47,0.564,2994
0.00996,0.96,1638,717,83.88,0.561,2962
0.00996,0.96,1500,722,83.67,0.563,2974
0.00996,0.96,1549,776,74.57,0.527,3137
0.00996,0.96,1402,833,80.52,0.493,3144
0.00996,0.96,1255,908,92.72,0.467,3157
0.00996,0.96,1040,976,95.06,0.438,3164
0.00996,0.96,912,1012,97.93,0.427,3149
0.00996,0.96,1030,1036,92.48,0.424,3307
0.00996,0.96,883,1059,97.69,0.402,3147
0.00996,0.96,824,1060,98.7,0.408,3147
0.00996,0.96,3020,398,62.49,0.74,2138
0.00996,0.96,2775,381,58.25,0.768,2111
0.00996,0.96,2609,389,58.37,0.735,2086
0.00996,0.96,2491,385,57.55,0.726,2051
0.00996,0.96,2010,400,57.8,0.698,2059
0.00996,0.96,1952,397,57.39,0.696,2036
0.00996,0.96,1471,404,55.7,0.661,1986
0.00996,0.96,1461,403,55.11,0.662,1986
0.00996,0.96,1275,407,56.74,0.655,1966
0.00996,0.96,1177,418,56.96,0.626,1951
0.00996,0.96,1059,422,58.93,0.629,1955
0.00996,0.96,883,443,60.26,0.6,1958
0.00996,0.96,736,470,59.54,0.555,1948
0.00996,0.96,618,493,60.65,0.529,1948
0.00996,0.96,569,499,62.1,0.521,1928
0.00996,0.96,481,522,63.88,0.502,1931
0.00996,0.96,441,557,64.64,0.472,1951
0.00996,0.96,373,584,67.03,0.449,1931
0.00996,0.96,2873,354,57.97,0.734,1908
0.00996,0.96,2785,359,58.94,0.736,1931
0.00996,0.96,2422,364,59.5,0.724,1928
0.00996,0.96,2324,380,57.11,0.692,1958
0.00996,0.96,451,511,63.57,0.496,1868
0.00996,0.96,1471,393,57.61,0.675,1948
0.00996,0.96,1275,404,59.85,0.65,1931
0.00996,0.96,1000,426,60.36,0.602,1901
0.00996,0.96,912,419,59.07,0.616,1895
0.00996,0.96,726,452,59.68,0.563,1890
0.00996,0.96,549,482,58.29,0.525,1890
0.00996,0.96,382,537,66.23,0.478,1868
0.00996,0.96,275,580,67.75,0.447,1860
0.00996,0.96,2824,1430,118.34,0.346,4155
0.00996,0.96,2922,1371,115.45,0.359,4131
0.00996,0.96,2726,1394,114.34,0.35,4114
0.00996,0.96,2883,1579,121.72,0.302,4216
0.00996,0.96,3119,1271,118.05,0.393,4029
0.00996,0.96,2971,1283,114.81,0.382,4019
0.00996,0.96,2569,1335,118.39,0.373,3996
0.00996,0.96,2520,1355,120.57,0.366,3963
0.00996,0.96,2373,1367,123.01,0.371,3963
0.00996,0.96,2295,1406,123.47,0.359,3963
0.00996,0.96,2275,1444,125.1,0.346,3953
0.00996,0.96,2099,1464,126.27,0.347,3943
0.00996,0.96,2079,1470,129.51,0.352,3943
0.00996,0.96,3070,1289,128.15,0.406,4013
0.00996,0.96,3089,1264,122.64,0.4,3979
0.00996,0.96,2785,1294,121.29,0.389,3966
0.00996,0.96,2540,1325,120.56,0.377,3949
0.00996,0.96,2471,1344,120.14,0.368,3943
0.00996,0.96,1952,1419,123.74,0.366,3953
0.00996,0.96,1765,1457,124.99,0.355,3904
0.00996,0.96,1863,1469,128.3,0.359,3943
0.00996,0.96,2314,1357,122.29,0.375,3953
0.00996,0.96,3070,905,111.86,0.543,3553
0.00996,0.96,2785,916,108.75,0.531,3546
0.00996,0.96,2658,932,108.34,0.516,3536
0.00996,0.96,2452,957,108.59,0.502,3536
0.00996,0.96,2324,991,108.11,0.475,3523
0.00996,0.96,2226,1017,109.47,0.455,3483
0.00996,0.96,1991,1021,110.87,0.469,3510
0.00996,0.96,1785,1095,112.13,0.435,3526
0.00996,0.96,1599,1123,112.8,0.423,3497
0.00996,0.96,1471,1170,113.08,0.403,3493
0.00996,0.96,1344,1195,113.59,0.402,3513
0.00996,0.96,1265,1226,113.73,0.392,3513
0.00996,0.96,1108,1284,111.74,0.368,3493
0.00996,0.96,1010,1308,113.16,0.364,3463
0.00996,0.96,2942,883,110.42,0.549,3493
0.00996,0.96,2766,905,110,0.53,3487
0.00996,0.96,2452,960,106.22,0.482,3480
0.00996,0.96,2363,936,107.64,0.507,3480
0.00996,0.96,2246,964,108.07,0.489,3480
0.00996,0.96,2001,1021,108.31,0.458,3487
0.00996,0.96,1746,1124,110.26,0.409,3490
0.00996,0.96,1638,1109,111.67,0.422,3473
0.00996,0.96,1432,1153,110.09,0.401,3457
0.00996,0.96,1285,1198,114.25,0.396,3460
0.00996,0.96,1118,1245,114.04,0.385,3467
0.00996,0.96,1000,1275,113.42,0.379,3467
0.00999,0.6,2991,220,39.61,0.751,2002
0.00999,0.6,2305,225,39.16,0.737,2009
0.00999,0.6,2599,221,37.54,0.75,2009
0.00999,0.6,2040,228,38.75,0.725,2006
0.00999,0.6,1775,228,38.86,0.726,1998
0.00999,0.6,1775,235,38.86,0.693,1998
0.00999,0.6,1549,237,40.85,0.695,1998
0.00999,0.6,1344,239,39.94,0.696,2010
0.00999,0.6,1294,245,40.47,0.674,2010
0.00999,0.6,1265,252,40.81,0.638,1989
0.00999,0.6,1138,254,40.05,0.633,1987
0.00999,0.6,1030,258,41.62,0.624,1982
0.00999,0.6,941,251,41.81,0.652,1979
0.00999,0.6,2893,220,42.83,0.787,2048
0.00999,0.6,2697,226,40.48,0.744,2035
0.00999,0.6,2550,228,39.77,0.731,2030
0.00999,0.6,2648,224,41.53,0.755,2031
0.00999,0.6,1893,231,41.36,0.728,2023
0.00999,0.6,1795,232,40.89,0.719,2013
0.00999,0.6,1677,232,40.65,0.722,2013
0.00999,0.6,1461,233,40.27,0.721,2013
0.00999,0.6,1294,235,39.99,0.714,2007
0.00999,0.6,1196,237,41.93,0.712,2007
0.00999,0.6,1138,242,41.48,0.684,1991
0.00999,0.6,1059,248,40.75,0.662,1991
0.00999,0.6,932,257,41.14,0.635,1991
0.00999,0.6,736,256,41.36,0.65,1991
0.00999,0.6,637,292,42.99,0.548,1991
0.00999,0.6,588,285,42.13,0.569,1991
0.00999,0.6,520,332,42.28,0.462,1991
0.00999,0.6,2981,411,54.26,0.695,3462
0.00999,0.6,2834,411,54.26,0.695,3456
0.00999,0.6,2952,411,54.37,0.69,3445
0.00999,0.6,2834,411,54.26,0.688,3435
0.00999,0.6,2658,418,56.13,0.679,3441
0.00999,0.6,2540,416,54.39,0.684,3448
0.00999,0.6,2589,423,56.24,0.665,3435
0.00999,0.6,2462,428,56.15,0.658,3444
0.00999,0.6,2050,428,56.26,0.667,3444
0.00999,0.6,2687,424,51.03,0.667,3491
0.00999,0.6,2560,411,51.26,0.7,3481
0.00999,0.6,2540,415,52.47,0.692,3478
0.00999,0.6,2148,423,54.79,0.674,3444
0.00999,0.6,1883,428,54.48,0.671,3456
0.00999,0.6,1608,443,55.22,0.643,3445
0.00999,0.6,1422,458,55.19,0.617,3445
0.00999,0.6,1353,458,57.02,0.621,3435
0.00999,0.6,1157,476,57.1,0.59,3417
0.00999,0.6,1010,490,58.66,0.575,3417
0.00999,0.6,883,519,60.02,0.539,3420
0.00998,0.6,765,568,60.95,0.481,3420
0.00999,0.6,3030,397,46.89,0.696,3403
0.00999,0.6,2756,405,48.73,0.678,3390
0.00999,0.6,2589,399,50.73,0.702,3389
0.00999,0.6,2462,402,53.51,0.696,3369
0.00999,0.6,2118,404,55.44,0.696,3353
0.00999,0.6,1785,413,52.81,0.675,3353
0.00999,0.6,1559,417,55.78,0.677,3351
0.00999,0.6,2246,426,50.37,0.659,3461
0.00999,0.6,1912,427,53.63,0.663,3430
0.00999,0.6,1716,418,41.14,0.662,3430
0.00999,0.6,1648,434,54.34,0.649,3409
0.00999,0.6,1952,434,50.69,0.637,3424
0.00999,0.6,1736,433,50.85,0.643,3413
0.00999,0.6,1422,438,52.8,0.639,3390
0.00999,0.6,1304,453,52.58,0.611,3390
0.00999,0.6,1549,435,49.71,0.633,3384
0.00999,0.6,1491,443,51.59,0.623,3390
0.00999,0.6,1314,451,53.43,0.614,3379
0.00999,0.6,1079,483,54.78,0.567,3379
0.00999,0.6,961,506,54.97,0.535,3379
0.00999,0.6,853,523,54.2,0.512,3369
0.00999,0.6,785,545,57.28,0.49,3359
0.00999,0.6,3099,499,65.54,0.64,3909
0.00999,0.6,3040,487,66.96,0.672,3915
0.00999,0.6,2295,506,66.91,0.64,3893
0.00999,0.6,2118,524,67.4,0.612,3893
0.00999,0.6,2099,516,67.13,0.623,3881
0.00999,0.6,1853,536,67.96,0.596,3881
0.00999,0.6,1804,533,68.68,0.604,3881
0.00999,0.6,1667,549,67.85,0.578,3874
0.00999,0.6,1491,561,68.57,0.563,3853
0.00999,0.6,1383,586,69.1,0.535,3867
0.00999,0.6,1275,598,70.13,0.524,3856
0.00999,0.6,1216,607,70.95,0.516,3856
0.00999,0.6,1089,620,70.27,0.501,3834
0.00999,0.6,1000,645,72.07,0.481,3834
0.00999,0.6,902,663,72.43,0.465,3816
0.00999,0.6,824,665,61.29,0.445,3816
0.00999,0.6,3070,486,63.27,0.666,3918
0.00999,0.6,3020,508,66.79,0.636,3947
0.00999,0.6,3128,500,66.84,0.643,3918
0.00999,0.6,2903,500,67.93,0.645,3904
0.00999,0.6,2628,498,68.85,0.654,3893
0.00999,0.6,2471,511,69.75,0.635,3900
0.00999,0.6,2305,521,69.55,0.619,3900
0.00999,0.6,2128,530,69.57,0.603,3882
0.00999,0.6,2010,523,69.04,0.619,3889
0.00999,0.6,1697,553,69.98,0.574,3867
0.00999,0.6,1540,567,70.21,0.559,3867
0.00999,0.6,1393,598,70.65,0.524,3880
0.00999,0.6,1245,626,70.41,0.496,3883
0.00999,0.6,1147,631,72.7,0.493,3849
0.00999,0.6,1040,659,74.1,0.476,3882
0.00999,0.6,932,698,74.61,0.448,3903
0.00999,0.6,883,709,75.55,0.443,3903
0.00999,0.6,2628,644,83.89,0.535,4287
0.00999,0.6,2471,644,82.17,0.526,4241
0.00999,0.6,2383,644,82.21,0.524,4218
0.00999,0.6,2167,804,81.33,0.406,4497
0.00999,0.6,2157,798,81.55,0.412,4497
0.00999,0.6,1844,869,83.21,0.37,4504
0.00999,0.6,1736,894,82.87,0.362,4544
0.00999,0.6,1540,946,84.77,0.338,4523
0.00999,0.6,1481,974,86.12,0.327,4525
0.00999,0.6,1383,1003,85.8,0.313,4506
0.00999,0.6,1265,1161,93.34,0.262,4513
0.00999,0.6,1157,1214,96.93,0.256,4520
0.00999,0.6,2628,762,89.84,0.452,4510
0.00999,0.6,2628,746,89.37,0.468,4510
0.00999,0.6,3020,722,88.28,0.481,4507
0.00999,0.6,2628,750,87.7,0.458,4503
0.00999,0.6,2481,750,87.41,0.46,4491
0.00999,0.6,2275,780,86.94,0.437,4498
0.00999,0.6,2089,821,87.15,0.413,4538
0.00999,0.6,1971,872,88,0.38,4550
0.00999,0.6,1804,877,88.24,0.379,4516
0.00999,0.6,1618,948,89.92,0.344,4526
0.00999,0.6,1461,1030,89.96,0.304,4518
0.00999,0.6,1314,1101,95.66,0.288,4496
0.00999,0.6,3020,488,57.46,0.657,3947
0.00999,0.6,2981,496,58.57,0.638,3933
0.00999,0.6,2295,502,58.3,0.62,3860
0.00999,0.6,1922,523,59.9,0.591,3849
0.00999,0.6,1451,562,62.9,0.55,3849
0.00999,0.6,1177,591,62.7,0.52,3849
0.00999,0.6,3030,487,56.71,0.627,3838
0.00999,0.6,2795,483,53.41,0.632,3838
0.00999,0.6,3079,487,53.88,0.642,3922
0.00999,0.6,2677,503,53.2,0.614,3922
0.00999,0.6,2569,678,87.07,0.513,4350
0.00999,0.6,2040,714,85.36,0.479,4328
0.00999,0.6,1706,755,85.53,0.445,4294
0.00999,0.6,1442,827,85.26,0.394,4294
0.00999,0.6,1216,852,85.26,0.384,4271
0.00999,0.6,3070,971,101.67,0.355,4932
0.00999,0.6,2687,999,100.2,0.343,4919
0.00999,0.6,2265,1045,100.49,0.33,4907
0.00999,0.6,2118,1103,100.52,0.304,4907
0.00999,0.6,1863,1170,100.65,0.283,4907
0.00999,0.6,3168,932,97.22,0.362,4877
0.00999,0.6,2422,1013,97.91,0.337,4907
0.00999,0.6,2079,1040,98.31,0.335,4907
0.00999,0.6,1834,1121,98.86,0.302,4891
0.00999,0.6,2187,1050,97.8,0.321,4888
0.00999,0.6,3197,879,95.89,0.389,4801
0.00999,0.6,2883,923,96.13,0.365,4808
0.00999,0.6,2314,938,94.81,0.368,4792
0.00999,0.6,2040,1096,95.12,0.297,4896
0.00999,0.6,3148,905,95.87,0.381,4882
0.00999,0.6,3070,930,96.68,0.369,4902
0.00999,0.6,2834,953,96.75,0.36,4909
0.00999,0.6,2569,989,97.3,0.344,4897
0.00999,0.6,2393,1015,97.21,0.334,4897
0.00999,0.6,3177,930,94.06,0.362,4921
0.00999,0.6,2648,951,95.29,0.361,4881
0.00999,0.6,2471,988,96.45,0.344,4881
0.00999,0.6,2148,1030,96.32,0.332,4893
0.00999,0.6,1952,1084,96.52,0.309,4886
0.00999,0.6,1775,1149,96.18,0.284,4876
0.00999,0.6,1716,1169,97.97,0.279,4853
0.00999,0.6,1559,1215,97.29,0.263,4825
0.00999,0.6,2932,1243,106.42,0.246,5155
0.01,2.5,3207,211,42.32,0.92,525
0.01,2.5,2971,207,43.03,0.941,523
0.01,2.5,2766,214,42.96,0.909,526
0.01,2.5,2354,210,41.57,0.925,523
0.01,2.5,1804,214,41.16,0.901,521
0.01,2.5,1638,214,39.9,0.9,521
0.01,2.5,1442,216,41.77,0.916,531
0.01,2.5,1245,226,41.71,0.862,530
0.01,2.5,990,227,41,0.862,531
0.01,2.5,775,244,42.61,0.801,533
0.01,2.5,706,256,40.8,0.752,535
0.01,2.5,2069,207,43.12,0.954,526
0.01,2.5,2010,215,46.55,0.901,520
0.01,2.5,1481,219,39.76,0.874,521
0.01,2.5,2638,215,45.14,0.892,520
0.01,2.5,1402,224,41.56,0.867,528
0.01,2.5,1167,222,41.72,0.884,530
0.01,2.5,892,225,42.05,0.881,531
0.01,2.5,3315,320,56.65,0.875,751
0.01,2.5,3020,323,54.59,0.865,756
0.01,2.5,2922,318,53.5,0.883,756
0.01,2.5,2864,316,53.47,0.894,756
0.01,2.5,2716,315,52.88,0.904,759
0.01,2.5,2687,315,51.99,0.901,758
0.01,2.5,2569,312,52.43,0.913,758
0.01,2.5,2442,317,53.28,0.897,759
0.01,2.5,2324,315,54.48,0.909,758
0.01,2.5,2187,323,53.41,0.874,759
0.01,2.5,2148,317,53.36,0.9,759
0.01,2.5,2069,322,53.66,0.884,761
0.01,2.5,1853,325,52.42,0.876,763
0.01,2.5,1775,328,53.7,0.868,763
0.01,2.5,1491,339,53.51,0.85,772
0.01,2.5,1353,344,55.83,0.843,774
0.01,2.5,1108,380,57.46,0.747,776
0.01,2.5,863,411,60.21,0.688,776
0.01,2.5,716,450,62.2,0.623,779
0.01,2.5,3442,447,75.58,0.888,1026
0.01,2.5,3226,448,73.81,0.882,1027
0.01,2.5,3011,459,86.42,0.886,1028
0.01,2.5,2785,466,81.4,0.848,1021
0.01,2.5,2707,456,73.96,0.863,1026
0.01,2.5,2697,465,75.89,0.84,1022
0.01,2.5,2540,462,75.91,0.86,1032
0.01,2.5,2383,478,85.55,0.853,1039
0.01,2.5,2108,484,77.4,0.823,1039
0.01,2.5,1755,520,80.1,0.759,1042
0.01,2.5,1393,563,83.77,0.701,1046
0.01,2.5,1040,637,86.5,0.615,1049
0.01,2.5,785,740,103.26,0.552,1051
0.01,2.5,3128,872,107.1,0.642,1499
0.01,2.5,3413,856,111.92,0.67,1504
0.01,2.5,2932,868,105.95,0.647,1499
0.01,2.5,2373,916,105.99,0.607,1495
0.01,2.5,3119,875,105.98,0.65,1522
0.01,2.5,2805,892,105.87,0.632,1513
0.01,2.5,2403,936,106.95,0.603,1519
0.01,2.5,2756,912,107.41,0.619,1518
0.01,2.5,2589,919,107.49,0.614,1516
0.01,2.5,2108,916,103.11,0.607,1495.3
0.01,2.5,2265,1000,110.21,0.556,1516
0.01,2.5,1952,1037,110.75,0.54,1520
0.01,2.5,1775,1091,113.01,0.514,1522
0.01,2.5,1491,1199,130.95,0.5,1522
0.01,2.5,1344,1267,130.08,0.471,1525
0.01,2.5,1167,1357,130.41,0.44,1523
0.01,2.5,2716,1304,140.7,0.532,1775
0.01,2.5,3001,1251,138.02,0.546,1765
0.01,2.5,3089,1190,133.93,0.574,1763
0.01,2.5,2834,1227,134.56,0.558,1767
0.01,2.5,2726,1258,135.3,0.543,1769
0.01,2.5,2609,1282,135.06,0.531,1769
0.01,2.5,2442,1319,134.99,0.514,1766
0.01,2.5,2334,1344,117.35,0.46,1760
0.01,2.5,2246,1367,117.54,0.452,1760
0.01,2.5,2177,1384,117.44,0.446,1763
0.01,2.5,2059,1422,117.2,0.431,1761
0.01,2.5,1922,1468,117.01,0.416,1761
0.01,2.5,1824,1530,117.29,0.397,1767
0.01,2.5,1775,1559,137.96,0.432,1761
0.01,2.25,3442,179,46.14,0.916,492
0.01,2.25,2903,187,46.87,0.865,492
0.01,2.25,3266,183,47.79,0.892,492
0.01,2.25,2922,182,47.99,0.901,491
0.01,2.25,2775,193,50.34,0.872,508
0.01,2.25,2609,187,52.38,0.922,508
0.01,2.25,2501,193,52.28,0.873,506
0.01,2.25,2128,188,51.87,0.91,506
0.01,2.25,2030,191,52.12,0.9,508
0.01,2.25,1540,195,50.37,0.873,506
0.01,2.25,1324,198,49.02,0.852,506
0.01,2.25,1245,195,47.93,0.878,508
0.01,2.25,1157,200,48.25,0.851,508
0.01,2.25,1040,203,48.77,0.838,510
0.01,2.25,951,203,48.99,0.846,512
0.01,2.25,853,203,48.45,0.857,516
0.01,2.25,530,206,48.53,0.857,516
0.01,2.25,598,205,48.56,0.861,516
0.01,2.25,2246,186,48.7,0.907,501
0.01,2.25,1844,184,47.6,0.94,510
0.01,2.25,3481,394,69.14,0.862,997
0.01,2.25,3305,395,67.46,0.85,993
0.01,2.25,2942,402,67.32,0.859,1015
0.01,2.25,2785,406,66.84,0.848,1015
0.01,2.25,2579,406,66.77,0.85,1015
0.01,2.25,2373,412,66.68,0.833,1015
0.01,2.25,2226,414,67.09,0.835,1021
0.01,2.25,2079,424,66.84,0.811,1023
0.01,2.25,1942,423,66.91,0.817,1023
0.01,2.25,1873,430,66.87,0.803,1025
0.01,2.25,1785,421,67.63,0.833,1028
0.01,2.25,1667,433,69.05,0.806,1028
0.01,2.25,1589,440,70.39,0.802,1036
0.01,2.25,1491,442,72.15,0.799,1033
0.01,2.25,1383,456,72.21,0.771,1035
0.01,2.25,1353,465,72.32,0.751,1033
0.01,2.25,1108,502,72.75,0.688,1036
0.01,2.25,941,528,72.66,0.649,1036
0.01,2.25,765,574,74.32,0.593,1035
0.01,2.25,706,604,75.7,0.563,1039
0.01,2.25,3403,699,107.22,0.755,1494
0.01,2.25,2971,739,104.39,0.694,1494
0.01,2.25,3266,707,99.85,0.722,1490
0.01,2.25,2873,723,97.35,0.699,1490
0.01,2.25,2716,728,95.62,0.69,1490
0.01,2.25,2569,738,95.64,0.682,1494
0.01,2.25,2442,755,94.34,0.658,1494
0.01,2.25,2305,765,93.88,0.647,1494
0.01,2.25,2246,776,95.02,0.64,1496
0.01,2.25,2001,796,93.83,0.623,1500
0.01,2.25,1873,824,97.85,0.605,1500
0.01,2.25,1589,891,99.45,0.556,1504
0.01,2.25,1353,944,101.6,0.528,1508
0.01,2.25,1167,1074,103.98,0.459,1520
0.01,2.25,912,1197,112.14,0.426,1520
0.01,2.25,794,1272,112.98,0.403,1518
0.01,2.25,2932,1283,136.61,0.54,2001
0.01,2.25,2648,1330,137.1,0.52,1999
0.01,2.25,2805,1310,137.46,0.532,2008
0.01,2,3148,601,94.68,0.76,1491
0.01,2,3364,601,94.61,0.758,1491
0.01,2,3109,606,91.04,0.753,1505
0.01,2,3462,576,90.98,0.806,1501
0.01,2,3089,606,91.11,0.751,1501
0.01,2,2903,618,89.18,0.731,1505
0.01,2,2854,624,88.37,0.718,1503
0.01,2,2638,633,87.21,0.704,1503
0.01,2,2550,633,87.35,0.707,1505
0.01,2,2422,644,87.2,0.691,1505
0.01,2,2344,654,87.22,0.674,1501
0.01,2,2246,661,87.16,0.666,1501
0.01,2,2207,671,87.13,0.655,1505
0.01,2,2069,681,88.29,0.647,1505
0.01,2,1814,701,88.77,0.628,1505
0.01,2,1746,710,88.89,0.621,1509
0.01,2,1677,740,88.92,0.586,1507
0.01,2,1491,768,88.84,0.562,1507
0.01,2,1275,810,89.68,0.534,1511
0.01,2,1216,844,91.21,0.508,1509
0.01,2,1000,917,93.03,0.468,1511
0.01,2,824,990,96.09,0.439,1515
0.01,2,677,1071,97.52,0.411,1523
0.01,2,3472,984,122,0.623,2009
0.01,2,3187,1002,120.34,0.608,2007
0.01,2,2932,1017,120.38,0.603,2016
0.01,2,3364,969,120.45,0.637,2011
0.01,2,3089,994,118.63,0.614,2011
0.01,2,2785,1032,118.45,0.587,2011
0.01,2,2726,1038,119.3,0.584,2011
0.01,2,2481,1064,120.14,0.572,2011
0.01,2,2295,1112,120.17,0.545,2021
0.01,2,2246,1127,123.91,0.545,2021
0.01,2,1971,1175,122.61,0.519,2021
0.01,2,1648,1267,124.02,0.485,2030
0.01,2,1402,1383,126.03,0.446,2035
0.01,2,3481,169,41.12,0.884,515
0.01,2,3423,172,40.75,0.861,514
0.01,2,3217,173,40.36,0.852,514
0.01,2,3177,172,40.52,0.859,513
0.01,2,3040,169,40.62,0.88,513
0.01,2,2618,173,39.65,0.848,511
0.01,2,2422,168,40.34,0.894,513
0.01,2,2207,169,40.52,0.886,513
0.01,2,2020,173,40.36,0.863,514
0.01,2,1863,172,40.49,0.874,514
0.01,2,1628,172,40.78,0.883,516
0.01,2,1422,173,40.35,0.875,515
0.01,2,1294,173,40.47,0.877,515
0.01,2,1265,173,40.57,0.878,515
0.01,2,1069,174,40.47,0.874,515
0.01,2,726,178,40.78,0.869,519
0.01,2,892,173,40.62,0.897,519
0.01,2,3658,341,58.05,0.868,995
0.01,2,3501,346,58.27,0.849,995
0.01,2,3364,344,58.31,0.859,995
0.01,2,3207,345,59.32,0.858,995
0.01,2,2628,349,60,0.85,995
0.01,2,3040,344,60.5,0.865,994
0.01,2,2687,347,60.85,0.855,994
0.01,2,2795,346,63.71,0.863,992
0.01,2,2344,354,65.02,0.843,992
0.01,2,3128,347,68.27,0.862,989
0.01,2,2265,358,68.79,0.836,989
0.01,2,2393,363,69.56,0.82,989
0.01,2,1981,365,70.87,0.822,990
0.01,2,1657,371,71.6,0.812,992
0.01,2,1275,394,71.32,0.765,999
0.01,2,1824,375,73.56,0.802,992
0.01,2,1373,392,72.8,0.771,999
0.01,2,1069,431,73.23,0.695,1005
